1, 291.6380000, 292.4108433, 293.1857347, 293.9626795, 294.7416833, 295.5227514, 296.3058893, 297.0911026, 305.0622383
2, 291.6380000, 299.4628256, 307.4975961, 315.7479444, 324.2196545, 332.9186659, 341.8510770, 351.0231501, 360.4413156
3, 291.6380000, 299.4628256, 307.4975961, 308.3897305, 309.2844533, 310.1817719, 311.0816938, 311.9842267, 312.8893781
4, 291.6380000, 292.4841214, 293.3326977, 294.1837359, 309.2633413, 325.1159143, 341.7810766, 359.3004809, 377.7179147
5, 291.6380000, 306.5871132, 322.3025051, 338.8234545, 356.1912535, 374.4493110, 368.9333399, 363.4986239, 358.1439662
6, 291.6380000, 287.3419131, 283.1091113, 278.9386625, 274.8296482, 286.2287656, 298.1006846, 310.4650155, 323.3421821
7, 291.6380000, 303.7342780, 301.2302221, 298.7468102, 296.2838722, 293.8412391, 306.7483764, 320.2224668, 334.2884139
8, 291.6380000, 304.4483588, 317.8214196, 331.7818994, 346.3556010, 361.5694604, 358.7500966, 355.9527171, 353.1771503
9, 291.6380000, 289.3639318, 287.1075959, 284.8688539, 272.1030056, 259.9092343, 248.2619033, 237.1365249, 226.5097090
10, 291.6380000, 278.5688056, 266.0852819, 265.8269978, 265.5689645, 265.3111817, 265.0536490, 264.7963664, 264.5393335
